City,Year,"Higher Education Expenditure","Elementary & Secondary Education Expenditure","Libraries Expenditure","Public Welfare Expenditure","Cash Assistance Expenditure","Police Protection Expenditure","Fire Protection Expenditure","Corrections Expenditure","Census ID - City"
"TX: El Paso (City)",1977,0,0,12,0,0,104,65,0,442071002
"TX: El Paso (City)",1978,0,0,14,0,0,128,68,0,442071002
"TX: El Paso (City)",1979,0,0,14,0,0,123,71,0,442071002
"TX: El Paso (City)",1980,0,0,15,0,0,122,69,0,442071002
"TX: El Paso (City)",1981,0,0,16,0,0,134,71,0,442071002
"TX: El Paso (City)",1982,0,0,12,0,0,119,74,0,442071002
"TX: El Paso (City)",1983,0,0,15,0,0,127,82,0,442071002
"TX: El Paso (City)",1984,0,0,15,1,0,126,75,0,442071002
"TX: El Paso (City)",1985,0,0,16,1,0,131,80,0,442071002
"TX: El Paso (City)",1986,0,0,17,1,0,137,80,0,442071002
"TX: El Paso (City)",1987,0,0,16,1,0,132,73,0,442071002
"TX: El Paso (City)",1988,0,0,15,1,0,134,74,0,442071002
"TX: El Paso (City)",1989,0,0,16,1,0,122,72,0,442071002
"TX: El Paso (City)",1990,0,0,14,0,0,155,70,0,442071002
"TX: El Paso (City)",1991,0,0,14,0,0,130,76,0,442071002
"TX: El Paso (City)",1992,0,0,21,1,0,142,75,0,442071002
"TX: El Paso (City)",1993,0,0,17,0,0,148,79,0,442071002
"TX: El Paso (City)",1994,0,0,18,0,0,162,91,0,442071002
"TX: El Paso (City)",1995,0,0,16,2,0,173,85,0,442071002
"TX: El Paso (City)",1996,0,0,19,6,0,193,82,0,442071002
"TX: El Paso (City)",1997,0,0,20,5,0,197,83,0,442071002
"TX: El Paso (City)",1998,0,0,18,0,0,218,96,0,442071002
"TX: El Paso (City)",1999,0,0,17,0,0,184,85,0,442071002
"TX: El Paso (City)",2000,0,0,15,0,0,185,85,0,442071002
"TX: El Paso (City)",2001,0,0,25,0,0,187,97,0,442071002
"TX: El Paso (City)",2002,0,0,32,0,0,196,116,0,442071002
"TX: El Paso (City)",2003,0,0,12,0,0,194,115,0,442071002
"TX: El Paso (City)",2004,0,0,14,0,0,181,105,0,442071002
"TX: El Paso (City)",2005,0,0,13,0,0,170,100,0,442071002
"TX: El Paso (City)",2006,0,0,11,0,0,164,105,0,442071002
"TX: El Paso (City)",2007,0,0,24,0,0,179,130,0,442071002
"TX: El Paso (City)",2008,0,0,17,0,0,178,116,0,442071002
"TX: El Paso (City)",2009,0,0,16,3,0,190,118,0,442071002
"TX: El Paso (City)",2010,0,0,14,4,0,177,120,0,442071002
"TX: El Paso (City)",2011,0,0,14,5,0,176,124,0,442071002
"TX: El Paso (City)",2012,0,0,13,4,0,188,137,0,442071002
"TX: El Paso (City)",2013,0,0,13,5,0,198,136,0,442071002
"TX: El Paso (City)",2014,0,0,15,1,0,193,141,0,442071002
"TX: El Paso (City)",2015,0,0,18,1,0,197,144,0,442071002
"TX: Ft. Worth (City)",1977,0,0,45,0,0,155,99,6,442220011
"TX: Ft. Worth (City)",1978,0,0,51,0,0,148,104,6,442220011
"TX: Ft. Worth (City)",1979,0,0,52,0,0,148,103,6,442220011
"TX: Ft. Worth (City)",1980,0,0,21,0,0,145,104,5,442220011
"TX: Ft. Worth (City)",1981,0,0,19,0,0,150,110,5,442220011
"TX: Ft. Worth (City)",1982,0,0,21,0,0,160,105,5,442220011
"TX: Ft. Worth (City)",1983,0,0,22,0,0,157,123,6,442220011
"TX: Ft. Worth (City)",1984,0,0,22,0,0,167,117,66,442220011
"TX: Ft. Worth (City)",1985,0,0,22,0,0,165,118,29,442220011
"TX: Ft. Worth (City)",1986,0,0,27,0,0,181,134,19,442220011
"TX: Ft. Worth (City)",1987,0,0,37,0,0,195,140,5,442220011
"TX: Ft. Worth (City)",1988,0,0,34,0,0,202,141,0,442220011
"TX: Ft. Worth (City)",1989,0,0,28,0,0,208,133,0,442220011
"TX: Ft. Worth (City)",1990,0,0,32,0,0,204,130,0,442220011
"TX: Ft. Worth (City)",1991,0,0,34,0,0,222,150,0,442220011
"TX: Ft. Worth (City)",1992,0,0,29,0,0,199,121,0,442220011
"TX: Ft. Worth (City)",1993,0,0,24,0,0,260,125,0,442220011
"TX: Ft. Worth (City)",1994,0,0,34,0,0,210,119,0,442220011
"TX: Ft. Worth (City)",1995,0,0,30,0,0,212,115,0,442220011
"TX: Ft. Worth (City)",1996,0,0,30,0,0,219,117,0,442220011
"TX: Ft. Worth (City)",1997,0,0,34,0,0,261,128,0,442220011
"TX: Ft. Worth (City)",1998,0,0,30,0,0,269,128,0,442220011
"TX: Ft. Worth (City)",1999,0,0,31,2,0,264,131,0,442220011
"TX: Ft. Worth (City)",2000,0,0,42,0,0,279,143,0,442220011
"TX: Ft. Worth (City)",2001,0,0,35,0,0,281,144,0,442220011
"TX: Ft. Worth (City)",2002,0,0,32,0,0,291,154,0,442220011
"TX: Ft. Worth (City)",2003,0,0,30,0,0,313,158,7,442220011
"TX: Ft. Worth (City)",2004,0,0,28,5,0,218,179,9,442220011
"TX: Ft. Worth (City)",2005,0,0,30,0,0,252,155,0,442220011
"TX: Ft. Worth (City)",2006,0,0,29,0,0,307,155,0,442220011
"TX: Ft. Worth (City)",2007,0,0,28,0,0,306,162,0,442220011
"TX: Ft. Worth (City)",2008,0,0,28,0,0,303,156,0,442220011
"TX: Ft. Worth (City)",2009,0,0,29,0,0,319,168,0,442220011
"TX: Ft. Worth (City)",2010,0,0,28,0,0,328,161,0,442220011
"TX: Ft. Worth (City)",2011,0,0,29,0,0,321,155,0,442220011
"TX: Ft. Worth (City)",2012,0,0,28,0,0,328,151,0,442220011
"TX: Ft. Worth (City)",2013,0,0,26,0,0,321,156,0,442220011
"TX: Ft. Worth (City)",2014,0,0,25,0,0,319,155,0,442220011
"TX: Ft. Worth (City)",2015,0,0,24,0,0,324,154,0,442220011
"TX: Houston (City)",1977,0,1,25,0,0,194,132,1,442101008
"TX: Houston (City)",1978,0,1,23,0,0,197,134,1,442101008
"TX: Houston (City)",1979,0,0,22,0,0,201,134,1,442101008
"TX: Houston (City)",1980,0,0,21,0,0,186,134,1,442101008
"TX: Houston (City)",1981,0,0,21,0,0,202,142,1,442101008
"TX: Houston (City)",1982,0,0,25,0,0,196,147,2,442101008
"TX: Houston (City)",1983,0,0,26,0,0,222,174,1,442101008
"TX: Houston (City)",1984,0,0,25,0,0,222,145,7,442101008
"TX: Houston (City)",1985,0,0,28,0,0,237,144,1,442101008
"TX: Houston (City)",1986,0,0,34,0,0,267,170,1,442101008
"TX: Houston (City)",1987,0,0,25,0,0,250,166,1,442101008
"TX: Houston (City)",1988,0,0,25,0,0,218,136,1,442101008
"TX: Houston (City)",1989,0,0,22,0,0,213,129,1,442101008
"TX: Houston (City)",1990,0,0,23,0,0,266,147,0,442101008
"TX: Houston (City)",1991,0,0,26,0,0,264,152,12,442101008
"TX: Houston (City)",1992,0,0,25,0,0,269,147,12,442101008
"TX: Houston (City)",1993,0,0,24,0,0,286,143,12,442101008
"TX: Houston (City)",1994,0,0,25,0,0,294,153,13,442101008
"TX: Houston (City)",1995,0,0,26,0,0,311,149,12,442101008
"TX: Houston (City)",1996,0,0,27,0,0,302,145,12,442101008
"TX: Houston (City)",1997,0,0,26,0,0,310,155,12,442101008
"TX: Houston (City)",1998,0,0,27,0,0,317,163,17,442101008
"TX: Houston (City)",1999,0,0,26,0,0,298,162,21,442101008
"TX: Houston (City)",2000,0,0,27,0,0,294,159,20,442101008
"TX: Houston (City)",2001,0,0,28,0,0,296,159,10,442101008
"TX: Houston (City)",2002,0,0,27,0,0,303,172,10,442101008
"TX: Houston (City)",2003,0,0,26,0,0,331,200,11,442101008
"TX: Houston (City)",2004,0,0,33,0,0,311,188,16,442101008
"TX: Houston (City)",2005,0,0,25,0,0,318,220,9,442101008
"TX: Houston (City)",2006,0,0,23,0,0,348,232,12,442101008
"TX: Houston (City)",2007,0,0,23,0,0,292,182,10,442101008
"TX: Houston (City)",2008,0,0,33,0,0,335,188,12,442101008
"TX: Houston (City)",2009,0,0,37,0,0,375,197,12,442101008
"TX: Houston (City)",2010,0,0,43,0,0,346,193,13,442101008
"TX: Houston (City)",2011,0,0,26,0,0,321,136,12,442101008
"TX: Houston (City)",2012,0,0,24,0,0,299,177,11,442101008
"TX: Houston (City)",2013,0,0,18,0,0,311,174,0,442101008
"TX: Houston (City)",2014,0,0,18,0,0,326,192,0,442101008
"TX: Houston (City)",2015,0,0,21,0,0,307,180,0,442101008
"TX: San Antonio (City)",1977,0,0,14,5,2,142,91,0,442015010
"TX: San Antonio (City)",1978,0,0,14,5,2,147,74,0,442015010
"TX: San Antonio (City)",1979,0,0,14,4,2,138,73,0,442015010
"TX: San Antonio (City)",1980,0,0,13,6,1,122,62,0,442015010
"TX: San Antonio (City)",1981,0,0,13,13,1,127,60,0,442015010
"TX: San Antonio (City)",1982,0,6,16,4,1,116,63,0,442015010
"TX: San Antonio (City)",1983,0,7,17,4,0,126,69,0,442015010
"TX: San Antonio (City)",1984,0,8,24,10,0,141,74,0,442015010
"TX: San Antonio (City)",1985,0,8,20,8,0,144,69,0,442015010
"TX: San Antonio (City)",1986,0,9,21,8,0,139,72,0,442015010
"TX: San Antonio (City)",1987,0,9,20,6,0,151,82,0,442015010
"TX: San Antonio (City)",1988,3,9,18,6,0,152,105,0,442015010
"TX: San Antonio (City)",1989,0,10,20,13,0,166,117,0,442015010
"TX: San Antonio (City)",1990,0,0,20,10,0,181,113,0,442015010
"TX: San Antonio (City)",1991,0,10,18,8,0,177,113,0,442015010
"TX: San Antonio (City)",1992,0,14,18,21,0,171,113,0,442015010
"TX: San Antonio (City)",1993,0,17,22,40,0,188,125,0,442015010
"TX: San Antonio (City)",1994,0,22,21,39,0,179,120,0,442015010
"TX: San Antonio (City)",1995,0,34,15,45,0,178,116,0,442015010
"TX: San Antonio (City)",1996,0,22,39,46,0,196,117,0,442015010
"TX: San Antonio (City)",1997,0,35,26,43,0,213,121,0,442015010
"TX: San Antonio (City)",1998,0,38,25,46,0,205,121,0,442015010
"TX: San Antonio (City)",1999,0,44,23,46,0,210,122,0,442015010
"TX: San Antonio (City)",2000,0,45,23,45,0,217,136,0,442015010
"TX: San Antonio (City)",2001,0,47,22,55,0,222,134,0,442015010
"TX: San Antonio (City)",2002,0,44,24,73,0,218,133,0,442015010
"TX: San Antonio (City)",2003,0,53,23,67,0,230,147,0,442015010
"TX: San Antonio (City)",2004,0,65,22,73,0,222,137,0,442015010
"TX: San Antonio (City)",2005,0,52,25,57,0,221,137,0,442015010
"TX: San Antonio (City)",2006,0,45,28,43,0,242,161,0,442015010
"TX: San Antonio (City)",2007,0,43,27,41,0,230,153,0,442015010
"TX: San Antonio (City)",2008,0,42,29,39,0,229,158,0,442015010
"TX: San Antonio (City)",2009,0,0,28,110,0,236,163,0,442015010
"TX: San Antonio (City)",2010,0,0,26,107,0,247,166,0,442015010
"TX: San Antonio (City)",2011,0,0,26,109,0,241,169,0,442015010
"TX: San Antonio (City)",2012,0,0,26,107,0,243,178,0,442015010
"TX: San Antonio (City)",2013,0,47,26,105,0,238,169,0,442015010
"TX: San Antonio (City)",2014,0,46,26,74,0,242,173,0,442015010
"TX: San Antonio (City)",2015,0,27,30,85,0,245,170,0,442015010
"UT: Salt Lake City (City)",1977,0,0,38,0,0,219,151,0,452018005
"UT: Salt Lake City (City)",1978,0,0,47,0,0,316,175,0,452018005
"UT: Salt Lake City (City)",1979,0,0,42,0,0,286,159,0,452018005
"UT: Salt Lake City (City)",1980,0,0,38,0,0,270,196,0,452018005
"UT: Salt Lake City (City)",1981,0,0,38,0,0,223,156,0,452018005
"UT: Salt Lake City (City)",1982,0,0,37,0,0,265,195,0,452018005
"UT: Salt Lake City (City)",1983,0,0,44,0,0,272,206,0,452018005
"UT: Salt Lake City (City)",1984,0,0,50,0,0,258,200,0,452018005
"UT: Salt Lake City (City)",1985,0,0,57,0,0,265,197,0,452018005
"UT: Salt Lake City (City)",1986,0,0,58,0,0,278,218,0,452018005
"UT: Salt Lake City (City)",1987,0,0,56,0,0,269,194,0,452018005
"UT: Salt Lake City (City)",1988,0,0,58,0,0,282,209,0,452018005
"UT: Salt Lake City (City)",1989,0,0,66,0,0,246,203,0,452018005
"UT: Salt Lake City (City)",1990,0,0,66,0,0,224,215,0,452018005
"UT: Salt Lake City (City)",1991,0,0,70,0,0,236,208,0,452018005
"UT: Salt Lake City (City)",1992,0,0,68,0,0,240,218,0,452018005
"UT: Salt Lake City (City)",1993,0,0,67,0,0,237,201,0,452018005
"UT: Salt Lake City (City)",1994,0,0,73,0,0,237,200,0,452018005
"UT: Salt Lake City (City)",1995,0,0,65,0,0,282,178,0,452018005
"UT: Salt Lake City (City)",1996,0,0,76,0,0,283,177,0,452018005
"UT: Salt Lake City (City)",1997,0,0,74,0,0,299,191,0,452018005
"UT: Salt Lake City (City)",1998,0,0,70,0,0,306,193,0,452018005
"UT: Salt Lake City (City)",1999,0,0,73,0,0,294,192,0,452018005
"UT: Salt Lake City (City)",2000,0,0,97,0,0,310,190,0,452018005
"UT: Salt Lake City (City)",2001,0,0,82,0,0,302,203,0,452018005
"UT: Salt Lake City (City)",2002,0,0,391,0,0,327,202,0,452018005
"UT: Salt Lake City (City)",2003,0,0,398,0,0,309,193,0,452018005
"UT: Salt Lake City (City)",2004,0,0,83,0,0,312,198,0,452018005
"UT: Salt Lake City (City)",2005,0,0,81,0,0,317,191,0,452018005
"UT: Salt Lake City (City)",2006,0,0,83,0,0,318,196,0,452018005
"UT: Salt Lake City (City)",2007,0,0,85,0,0,342,194,0,452018005
"UT: Salt Lake City (City)",2008,0,0,80,0,0,342,202,0,452018005
"UT: Salt Lake City (City)",2009,0,0,80,0,0,336,205,0,452018005
"UT: Salt Lake City (City)",2010,0,0,82,0,0,323,191,0,452018005
"UT: Salt Lake City (City)",2011,0,0,78,0,0,320,194,0,452018005
"UT: Salt Lake City (City)",2012,0,0,76,0,0,323,202,0,452018005
"UT: Salt Lake City (City)",2013,0,0,82,0,0,310,190,0,452018005
"UT: Salt Lake City (City)",2014,0,0,17,0,0,335,234,0,452018005
"UT: Salt Lake City (City)",2015,0,3,88,2,0,312,186,0,452018005
"VA: Virginia Beach (City)",1977,0,"1,063",23,111,56,132,55,72,472132001
"VA: Virginia Beach (City)",1978,0,"1,136",23,52,4,126,52,38,472132001
"VA: Virginia Beach (City)",1979,0,"1,032",19,57,2,124,59,19,472132001
"VA: Virginia Beach (City)",1980,0,955,18,62,3,122,56,27,472132001
"VA: Virginia Beach (City)",1981,0,"1,006",24,57,4,153,75,31,472132001
"VA: Virginia Beach (City)",1982,0,"1,003",24,56,3,147,74,33,472132001
"VA: Virginia Beach (City)",1983,0,"1,037",26,58,2,148,78,36,472132001
"VA: Virginia Beach (City)",1984,0,"1,030",25,56,2,151,77,41,472132001
"VA: Virginia Beach (City)",1985,0,"1,083",32,60,2,156,90,44,472132001
"VA: Virginia Beach (City)",1986,0,"1,295",54,60,2,170,96,46,472132001
"VA: Virginia Beach (City)",1987,0,"1,277",58,60,2,185,99,46,472132001
"VA: Virginia Beach (City)",1988,0,"1,334",52,60,2,180,96,48,472132001
"VA: Virginia Beach (City)",1989,0,"1,548",44,63,4,190,101,39,472132001
"VA: Virginia Beach (City)",1990,0,"1,431",38,64,2,190,94,59,472132001
"VA: Virginia Beach (City)",1991,0,"1,511",36,65,2,182,90,56,472132001
"VA: Virginia Beach (City)",1992,0,"1,453",33,67,2,179,84,46,472132001
"VA: Virginia Beach (City)",1993,0,"1,474",29,69,0,226,76,59,472132001
"VA: Virginia Beach (City)",1994,0,"1,513",29,55,0,219,74,62,472132001
"VA: Virginia Beach (City)",1995,0,"1,491",31,54,0,227,76,54,472132001
"VA: Virginia Beach (City)",1996,0,"1,507",30,60,0,234,77,68,472132001
"VA: Virginia Beach (City)",1997,0,"1,536",31,64,0,168,85,55,472132001
"VA: Virginia Beach (City)",1998,0,"1,645",34,70,0,187,85,56,472132001
"VA: Virginia Beach (City)",1999,0,"1,692",34,80,0,207,108,72,472132001
"VA: Virginia Beach (City)",2000,0,"1,846",33,114,0,197,86,51,472132001
"VA: Virginia Beach (City)",2001,0,"1,675",34,90,0,203,89,289,472132001
"VA: Virginia Beach (City)",2002,0,"2,540",37,95,0,196,97,57,472132001
"VA: Virginia Beach (City)",2003,0,"2,650",38,100,0,194,95,57,472132001
"VA: Virginia Beach (City)",2004,0,"1,930",50,95,0,201,102,86,472132001
"VA: Virginia Beach (City)",2005,0,"1,955",51,98,0,201,107,76,472132001
"VA: Virginia Beach (City)",2006,0,"1,967",50,113,0,211,116,123,472132001
"VA: Virginia Beach (City)",2007,0,"2,215",42,110,0,231,126,108,472132001
"VA: Virginia Beach (City)",2008,0,"2,172",42,130,0,225,114,108,472132001
"VA: Virginia Beach (City)",2009,0,"2,221",41,145,0,215,114,116,472132001
"VA: Virginia Beach (City)",2010,0,"2,122",41,194,0,208,113,105,472132001
"VA: Virginia Beach (City)",2011,0,"2,059",38,173,0,208,115,102,472132001
"VA: Virginia Beach (City)",2012,1,"2,014",37,167,0,215,115,102,472132001
"VA: Virginia Beach (City)",2013,1,"1,902",37,143,0,216,121,104,472132001
"VA: Virginia Beach (City)",2014,1,"1,906",41,142,0,220,126,107,472132001
"VA: Virginia Beach (City)",2015,1,"1,871",41,133,0,217,123,108,472132001
"WI: Milwaukee (City)",1977,0,0,41,0,0,281,123,0,502041009
"WI: Milwaukee (City)",1978,0,0,42,0,0,275,125,0,502041009
"WI: Milwaukee (City)",1979,0,0,40,0,0,255,125,0,502041009
"WI: Milwaukee (City)",1980,0,0,44,0,0,248,128,0,502041009
"WI: Milwaukee (City)",1981,0,0,44,0,0,257,115,0,502041009
"WI: Milwaukee (City)",1982,0,0,39,0,0,272,112,0,502041009
"WI: Milwaukee (City)",1983,0,0,46,0,0,308,141,0,502041009
"WI: Milwaukee (City)",1984,0,0,46,0,0,291,148,0,502041009
"WI: Milwaukee (City)",1985,0,0,44,0,0,301,148,0,502041009
"WI: Milwaukee (City)",1986,0,0,44,0,0,301,148,0,502041009
"WI: Milwaukee (City)",1987,0,0,55,0,0,319,152,0,502041009
"WI: Milwaukee (City)",1988,0,0,55,0,0,341,165,0,502041009
"WI: Milwaukee (City)",1989,0,0,57,0,0,339,175,0,502041009
"WI: Milwaukee (City)",1990,0,0,55,0,0,341,169,0,502041009
"WI: Milwaukee (City)",1991,0,0,53,0,0,338,170,0,502041009
"WI: Milwaukee (City)",1992,0,0,51,0,0,328,149,0,502041009
"WI: Milwaukee (City)",1993,0,0,53,0,0,358,175,0,502041009
"WI: Milwaukee (City)",1994,0,0,58,0,0,354,165,0,502041009
"WI: Milwaukee (City)",1995,0,0,53,0,0,358,178,0,502041009
"WI: Milwaukee (City)",1996,0,0,51,0,0,374,169,0,502041009
"WI: Milwaukee (City)",1997,0,0,51,0,0,389,174,0,502041009
"WI: Milwaukee (City)",1998,0,0,51,0,0,388,182,0,502041009
"WI: Milwaukee (City)",1999,0,0,56,0,0,398,179,0,502041009
"WI: Milwaukee (City)",2000,0,0,38,0,0,352,179,0,502041009
"WI: Milwaukee (City)",2001,0,0,39,0,0,370,177,0,502041009
"WI: Milwaukee (City)",2002,0,0,48,0,0,454,196,0,502041009
"WI: Milwaukee (City)",2003,0,0,54,0,0,462,182,0,502041009
"WI: Milwaukee (City)",2004,0,0,54,0,0,452,197,0,502041009
"WI: Milwaukee (City)",2005,0,0,50,0,0,416,189,0,502041009
"WI: Milwaukee (City)",2006,0,0,51,0,0,450,205,0,502041009
"WI: Milwaukee (City)",2007,0,0,50,0,0,462,215,0,502041009
"WI: Milwaukee (City)",2008,0,0,47,0,0,452,196,0,502041009
"WI: Milwaukee (City)",2009,0,0,47,0,0,456,213,11,502041009
"WI: Milwaukee (City)",2010,0,0,49,0,0,461,214,12,502041009
"WI: Milwaukee (City)",2011,0,0,54,0,0,493,211,11,502041009
"WI: Milwaukee (City)",2012,0,0,54,0,0,459,163,10,502041009
"WI: Milwaukee (City)",2013,0,0,46,0,0,446,164,9,502041009
"WI: Milwaukee (City)",2014,0,0,45,0,0,438,172,8,502041009
"WI: Milwaukee (City)",2015,0,0,54,0,0,488,161,8,502041009
" "
"Suggested citation:"
"Lincoln Institute of Land Policy. Fiscally Standardized Cities database. http://www.lincolninst.edu/research-data/data-toolkits/fiscally-standardized-cities/search-database"
"Accessed on: July 19, 2020"
